store_phone,store_address,city,state,zip,store_email,sources_count,source1,source2,source3,source4,source5,source6,names_count,store_name,second_store_name,name3,name4,name5,name6,name7,name8,owners_count,owner_first_name1,owner_last_name1,owner_first_name2,owner_last_name2,other_emails_count,owner_email,other_owner_emails,websites_count,website,consolidated,fabrica,floorscapes,johanna,karastan,masland,mohawk,naics,wfca
(316) 942-2111,,WICHITA,KS,,N/A,2,consolidated,johanna,,,,,2,KANSAS CARPET & TILE INC,KANSAS CARPET & TILE INC,,,,,,,2,Karl,Schrader,Karl,Schrader,0,,,1,http://www.kansascarpetandtile.com,X,,,X,,,,,
(801) 557-7361,,DRAPER,UT,,N/A,2,consolidated,johanna,,,,,2,OGDENS CARPET OUTLET,OGDENS CARPET OUTLET,,,,,,,0,,,,,0,,,1,http://ogdensflooring.com/draper.html,X,,,X,,,,,
(336) 774-0506,,WINSTON SALEM,NC,,N/A,2,consolidated,johanna,,,,,2,SETHS GALLERY OF FLRS INC,SETHS GALLERY OF FLRS INC,,,,,,,2,Keith,Freitag,Keith,Freitag,0,,,1,http://sethsgalleryoffloors.interx2.net/,X,,,X,,,,,
(319) 469-2931,,SAINT PAUL,IA,,merschmancarpet@iowatelecom.net,2,consolidated,johanna,,,,,2,MERSCHMAN CARPET CENTER,MERSCHMAN CARPET CENTER,,,,,,,2,Sonya,Calile,Sonya,Calile,0,,,1,http://merschmancarpet.com/,X,,,X,,,,,
(308) 872-6461,,BROKEN BOW,NE,,info@familyfurnitureandflooring.com,2,consolidated,johanna,,,,,2,BOW FAMILY FURNITURE,BOW FAMILY FURNITURE,,,,,,,2,Ron,and,Ron,and,0,,,1,http://www.familyfurnitureandflooring.com/,X,,,X,,,,,
(909) 866-8803,,BIG BEAR LAKE,CA,,N/A,2,consolidated,johanna,,,,,2,HAUS OF FLOOR DECOR,HAUS OF FLOOR DECOR,,,,,,,2,Terry,Payton,Terry,Payton,0,,,1,http://www.hausoffloordecor.com/,X,,,X,,,,,
(304) 768-6613,,SAINT ALBANS,WV,,N/A,2,consolidated,johanna,,,,,2,MIKES CARPET MART INC,MIKES CARPET MART INC,,,,,,,0,,,,,0,,,1,www.carpetingbymike.com,X,,,X,,,,,
(850) 944-5888,,PENSACOLA,FL,,N/A,2,consolidated,johanna,,,,,2,SMITH FAMILY CARPET,SMITH FAMILY CARPET,,,,,,,0,,,,,0,,,1,http://www.smithfamilycarpets.com/,X,,,X,,,,,
(217) 285-2511,,PITTSFIELD,IL,,stuartsoffice@gmail.com,2,consolidated,johanna,,,,,2,RICH'S KARPET KORNER INC,RICH'S KARPET KORNER INC,,,,,,,2,Richard,Decker,Richard,Decker,0,,,1,www.karpetkornerinc.com,X,,,X,,,,,
(903) 785-6491,,PARIS,TX,,smithcarpets@yahoo.com,2,consolidated,johanna,,,,,2,TOWNES & WEAR INC,TOWNES & WEAR INC,,,,,,,2,Robert,Wear,Robert,Wear,0,,,1,http://smithcarpetsparis.com/,X,,,X,,,,,
(707) 477-7069,,SANTA ROSA,CA,,N/A,2,consolidated,johanna,,,,,2,TRI COUNTY FLOORS,TRI COUNTY FLOORS,,,,,,,2,Dennis,Nultemeier,Dennis,Nultemeier,0,,,1,http://www.tricountyfloors.com/,X,,,X,,,,,
(707) 429-3350,,FAIRFIELD,CA,,SOLC932@aol.com,2,consolidated,johanna,,,,,2,SOLANO CARPET,SOLANO CARPET,,,,,,,2,John,Kassis,John,Kassis,0,,,1,http://solano-carpet.com/,X,,,X,,,,,
(732) 356-7661,,MIDDLESEX,NJ,,N/A,2,consolidated,johanna,,,,,2,S & M CARPET INC,S & M CARPET INC,,,,,,,2,Jeffery,Schweitzer,Jeffery,Schweitzer,0,,,1,http://sandmcarpetinc.com/,X,,,X,,,,,
(636) 946-5505,,SAINT CHARLES,MO,,lorrie@floorandwallcentre.com,2,consolidated,johanna,,,,,2,FLOOR & WALL CENTER,FLOOR & WALL CENTER,,,,,,,2,John,Scott,John,Scott,0,,,1,http://www.floorandwallcentre.com/,X,,,X,,,,,
(770) 889-0709,,CUMMING,GA,,N/A,2,consolidated,johanna,,,,,2,FORSYTH DESIGN CENTER INC,FORSYTH DESIGN CENTER INC,,,,,,,0,,,,,0,,,1,http://www.forsythdesigncenter.com,X,,,X,,,,,
(320) 679-9487,ZIMMERMANN JUDITH,MORA,MN,55051,,1,mohawk,,,,,,1,ZIMMERMANNS,,,,,,,,0,,,,,0,,,1,http://www.bizfind.us/24/255216/zimmermans/mora.aspx,,,,,,,X,,
(603) 228-1751,,CONCORD,NH,,n/a,2,consolidated,johanna,,,,,2,BAILEY'S CUSTOM CARPET INC,BAILEY'S CUSTOM CARPET INC,,,,,,,2,Roberta,Bailey,Roberta,Bailey,0,,,1,http://www.baileyscarpets.com,X,,,X,,,,,
(660) 885-4690,,CLINTON,MO,,N/A,2,consolidated,johanna,,,,,2,JACKS WAREHOUSE CARPETS,JACKS WAREHOUSE CARPETS,,,,,,,2,Gary,Smith,Gary,Smith,0,,,1,http://www.jackswarehousecarpets.com,X,,,X,,,,,
(870) 741-2142,,HARRISON,AR,,N/A,2,consolidated,johanna,,,,,2,WATTS & WEBB FLR COV INC,WATTS & WEBB FLR COV INC,,,,,,,2,Bob,Webb,Bob,Webb,0,,,1,http://www.giftcards.com/local-gift-cards-harrison-ar,X,,,X,,,,,
(229) 686-2014,,NASHVILLE,GA,,N/A,2,consolidated,johanna,,,,,2,MORRISONS HOME CENTER INC,MORRISONS HOME CENTER INC,,,,,,,2,Ken,Morrison,Ken,Morrison,0,,,1,www.lumbercenter.com,X,,,X,,,,,
(765) 289-2231,,MUNCIE,IN,,kennysflooring@aol.com,2,consolidated,johanna,,,,,2,KENNYS FLOOR COV INC,KENNYS FLOOR COV INC,,,,,,,2,Ronald,Stafford,Ronald,Stafford,0,,,1,http://www.kennysfloors.com/,X,,,X,,,,,
(763) 441-2844,,ELK RIVER,MN,,adinteriors@questoffice.net,2,consolidated,johanna,,,,,2,ADAMS INTERIORS INC,ADAMS INTERIORS INC,,,,,,,2,Harold,Adams,Harold,Adams,0,,,1,http://adamsinteriors.blogspot.in/,X,,,X,,,,,
(501) 321-2522,,HOT SPRINGS,AR,,ALLABOUT FLOORSINC@gmail.com,2,consolidated,johanna,,,,,2,ALL ABOUT FLOORS,ALL ABOUT FLOORS,,,,,,,2,Darren,Taylor,Darren,Taylor,0,,,1,http://www.allaboutfloorsinc.net/,X,,,X,,,,,
(319) 824-5235,,GRUNDY CENTER,IA,,N/A,2,consolidated,johanna,,,,,2,FREDERICK FURNITURE INC,FREDERICK FURNITURE INC,,,,,,,2,Craig,Frederick,Craig,Frederick,0,,,1,http://www.frederickfurnitureinc.com,X,,,X,,,,,
(256) 351-9016,,DECATUR,AL,,N/A,2,consolidated,johanna,,,,,2,SUPERIOR CARPETS & FLOOR,SUPERIOR CARPETS & FLOOR,,,,,,,2,Bradley,Smith,Bradley,Smith,0,,,1,http://superiorcarpetsal.com/,X,,,X,,,,,
(570) 275-0590,,DANVILLE,PA,,N/A,2,consolidated,johanna,,,,,2,BUCKLEYS CARPET & LINOLEUM,BUCKLEYS CARPET & LINOLEUM,,,,,,,2,Ruby,Buckley,Ruby,Buckley,0,,,1,http://www.buckleyscarpet.webs.com/,X,,,X,,,,,
(604) 463-7221,,MAPLE RIDGE,CN,,N/A,2,consolidated,johanna,,,,,2,J.R. INTERIORS,J.R. INTERIORS,,,,,,,0,,,,,0,,,1,http://www.hotfrog.ca/Companies/J-R-Interiors,X,,,X,,,,,
(704) 483-2283,,DENVER,NC,,HowardsFurniture@charter.net,2,consolidated,johanna,,,,,2,HOWARD FURNITURE & HDWR CO INC,HOWARD FURNITURE & HDWR CO INC,,,,,,,2,Steve,Howard,Steve,Howard,0,,,1,http://howardsfurnitureanddecoratingcenter.com/,X,,,X,,,,,
(734) 675-5515,,TRENTON,MI,,info@carpettowninc.com,2,consolidated,johanna,,,,,2,CARPET TOWN OF TRNTN INC,CARPET TOWN OF TRNTN INC,,,,,,,2,Richard,Pietrasik,Richard,Pietrasik,0,,,1,http://www.carpettowninc.info,X,,,X,,,,,
(402) 643-2631,,SEWARD,NE,,janna@applianceplussc.com,2,consolidated,johanna,,,,,2,CORNERSTONE INTERIORS & DESIGN,CORNERSTONE INTERIORS & DESIGN,,,,,,,2,Greg,Mueller,Greg,Mueller,0,,,1,www.cornerstoneindesign.com,X,,,X,,,,,
(229) 423-6763,,FITZGERALD,GA,,dunedin@thefloorstore.co.nz,2,consolidated,johanna,,,,,2,FLOOR STORE THE,FLOOR STORE THE,,,,,,,2,Diane,and,Diane,and,0,,,1,http://www.thefloorstore.co.nz/,X,,,X,,,,,
(972) 475-4041,,ROWLETT,TX,,daisydogg@aol.com,2,consolidated,johanna,,,,,2,MCKELVY FLOOR COVERING,MCKELVY FLOOR COVERING,,,,,,,2,Lynn,Kincaid,Lynn,Kincaid,0,,,1,http://mckelvy.tripod.com/,X,,,X,,,,,
(252) 747-2821,,HOOKERTON,NC,,N/A,2,consolidated,johanna,,,,,2,ALBRITTON CO THE,ALBRITTON CO THE,,,,,,,2,Charles,Albritton,Charles,Albritton,0,,,1,www.albritton-interiors.com,X,,,X,,,,,
(650) 591-5600,,SAN CARLOS,CA,,conklinbros@aol.com,2,consolidated,johanna,,,,,2,CONKLIN BROS OF SAN CARLOS,CONKLIN BROS OF SAN CARLOS,,,,,,,0,,,,,0,,,1,http://www.conklinbrosofsancarlos.com/,X,,,X,,,,,
(562) 943-3030,,LA MIRADA,CA,,N/A,2,consolidated,johanna,,,,,2,ROSSOS KARPET KORNER,ROSSOS KARPET KORNER,,,,,,,2,Robert,Anderson,Robert,Anderson,0,,,1,http://www.rossoskarpets.com,X,,,X,,,,,
(905) 765-5525,,CALEDONIA,CN,,N/A,2,consolidated,johanna,,,,,2,VANDEHAAR CARPETS,VANDEHAAR CARPETS,,,,,,,0,,,,,0,,,1,http://www.vandehaarflooring.com/,X,,,X,,,,,
(705) 737-1576,,BARRIE,CN,,n/a,2,consolidated,johanna,,,,,2,ANTRIM CARPET & FLOORING LTD,ANTRIM CARPET & FLOORING LTD,,,,,,,2,Jim,O'Hara,Jim,O'Hara,0,,,1,http://www.antrimcarpetandflooringbarrie.ca/,X,,,X,,,,,
(403) 630-4035,,CALGARY,CN,,N/A,2,consolidated,johanna,,,,,2,CALGARY CARPET CRAFT,CALGARY CARPET CRAFT,,,,,,,2,Sam,Sidhu,Sam,Sidhu,0,,,1,http://calgary-carpet-craft-inc.alberta.canadab.com/,X,,,X,,,,,
(403) 250-6675,,CALGARY,CN,,N/A,2,consolidated,johanna,,,,,2,CARPET SUPERMARKET SALES LTD,CARPET SUPERMARKET SALES LTD,,,,,,,2,Thomas,Edward,Thomas,Edward,0,,,1,http://www.carpetsupermarketsalesltd.ca/,X,,,X,,,,,
(978) 632-0687,562 Main St,Gardner,MA,01440-3044,,1,naics,,,,,,1,Rome Furniture,,,,,,,,1,Arthur,Rome,,,0,,,1,WWW.ROMEFURNITURE.COM,,,,,,,,X,
(905) 374-2721,,NIAGARA FALLS,CN,,info@michaelsflooring.ca,2,consolidated,johanna,,,,,2,MICHAELS CARPET & FLOORING,MICHAELS CARPET & FLOORING,,,,,,,2,Roland,Miljus,Roland,Miljus,0,,,1,http://www.michaelsflooring.ca/,X,,,X,,,,,
(307) 746-3335,,NEWCASTLE,WY,,N/A,2,consolidated,johanna,,,,,2,CLT FLOORING & FURNISHINGS,CLT FLOORING & FURNISHINGS,,,,,,,2,Randy,Hershey,Randy,Hershey,0,,,1,www.hoovers.com,X,,,X,,,,,
(828) 837-5717,,MURPHY,NC,,N/A,2,consolidated,johanna,,,,,2,COOKS CARPET,COOKS CARPET,,,,,,,2,Fred,Cook,Fred,Cook,0,,,1,http://cookscarpet.brandsource.biz/,X,,,X,,,,,
(248) 628-1141,,OXFORD,MI,,N/A,2,consolidated,johanna,,,,,2,CURTIS FLOOR COVERING,CURTIS FLOOR COVERING,,,,,,,0,,,,,0,,,1,http://curtisfloorcovering.com/,X,,,X,,,,,
(345) 949-6348,,GRAND CAYMAN,0,,info@ediesdecor.ky,2,consolidated,johanna,,,,,2,EDIES DECOR LTD,EDIES DECOR LTD,,,,,,,2,Isaac,and,Isaac,and,0,,,1,http://www.ediesdecor.ky/,X,,,X,,,,,
(204) 233-8158,,WINNIPEG,CN,,N/A,2,consolidated,johanna,,,,,2,EXCLUSIVE CARPETS LTD,EXCLUSIVE CARPETS LTD,,,,,,,2,Andre,Massicotte,Andre,Massicotte,0,,,1,http://www.exclusivecarpets2008.ca/,X,,,X,,,,,
(519) 751-1413,,BRANTFORD,CN,,N/A,2,consolidated,johanna,,,,,2,GIRARDI CARPET,GIRARDI CARPET,,,,,,,2,Vince,Girardi,Vince,Girardi,0,,,1,http://www.goldbook.ca/brantford-on/carpet-rug-dealers-new/girardi-carpet-389/,X,,,X,,,,,
(281) 485-7470,,PEARLAND,TX,,houstoncarpet@aol.com,2,consolidated,johanna,,,,,2,HOUSTON CARPET SALES & SERVICE,HOUSTON CARPET SALES & SERVICE,,,,,,,2,Douglas,Smith,Douglas,Smith,0,,,1,www.houstoncarpetandclassicfloor.com/,X,,,X,,,,,
(519) 979-2354,,TECUMSEH,CN,,N/A,2,consolidated,johanna,,,,,2,IDEAL FLOOR COVERING,IDEAL FLOOR COVERING,,,,,,,2,Pat,Rocca,Pat,Rocca,0,,,1,http://www.weblocal.ca/ideal-floor-covering-tecumseh-on.html,X,,,X,,,,,
(810) 629-5593,,FENTON,MI,,N/A,2,consolidated,johanna,,,,,2,LIL HOUSE OF CARPET INC,LIL HOUSE OF CARPET INC,,,,,,,0,,,,,0,,,1,http://lilhouseofcarpet.com/index.htm,X,,,X,,,,,
(815) 485-4884,,NEW LENOX,IL,,sales@mmcustomflooring.com,2,consolidated,johanna,,,,,2,M & M CUSTOM FLOORING INC,M & M CUSTOM FLOORING INC,,,,,,,2,Michelle,Thompson,Michelle,Thompson,0,,,1,http://www.mmcustomflooring.com/,X,,,X,,,,,
(860) 291-2853,,SOUTH WINDSOR,CT,,nassaus.news@thenassaufurniture.com,2,consolidated,johanna,,,,,2,NASSAU'S FURNITURE CO,NASSAU'S FURNITURE CO,,,,,,,2,David,Goldberg,David,Goldberg,0,,,1,http://www.thenassaufurniture.com/,X,,,X,,,,,
(931) 647-1567,,CLARKSVILLE,TN,,jerry@orgainbuilding.net,2,consolidated,johanna,,,,,2,ORGAIN BUILDING SUPPLY,ORGAIN BUILDING SUPPLY,,,,,,,2,William,Bill,William,Bill,0,,,1,www.orgainbuilding.com,X,,,X,,,,,
(506) 633-2022,,SAINT JOHN,CN,,trevor@ritchiesflooring.com,2,consolidated,johanna,,,,,2,RITCHIES CARPET WAREHOUSE,RITCHIES CARPET WAREHOUSE,,,,,,,2,Daryl,Ritchie,Daryl,Ritchie,0,,,1,http://www.ritchiesflooring.ca/,X,,,X,,,,,
(989) 872-2696,,CASS CITY,MI,,N/A,2,consolidated,johanna,,,,,2,SCHNEEBERGERS FURN & APPL,SCHNEEBERGERS FURN & APPL,,,,,,,2,Clarence,Schneeberger,Clarence,Schneeberger,0,,,1,http://www.schneebergers.net/,X,,,X,,,,,
(972) 276-0348,,GARLAND,TX,,N/A,2,consolidated,johanna,,,,,2,SPRINGVILLE CORP.,SPRINGVILLE CORP.,,,,,,,2,Huyen,Ta,Huyen,Ta,0,,,1,http://www.corporationwiki.com/Texas/Garland/springville-inc/35630151.aspx,X,,,X,,,,,
(561) 844-7697,,LAKE PARK,FL,,N/A,2,consolidated,johanna,,,,,2,STATEWIDE CARPET INC,STATEWIDE CARPET INC,,,,,,,2,Wes,Mortenson,Wes,Mortenson,0,,,1,http://www.statewidecarpets.com/index.htm,X,,,X,,,,,
(309) 543-3295,,HAVANA,IL,,N/A,2,consolidated,johanna,,,,,2,STEPHEN'S FURNITURE,STEPHEN'S FURNITURE,,,,,,,2,Geoffrey,Stephens,Geoffrey,Stephens,0,,,1,http://stephensfurnitureltd.com/,X,,,X,,,,,
(905) 685-6663,,SAINT CATHARINES,CN,,wally@wallywemnant.com,2,consolidated,johanna,,,,,2,WALLY WEMNANT'S CARPET MKTNG,WALLY WEMNANT'S CARPET MKTNG,,,,,,,2,Cindy,Little,Cindy,Little,0,,,1,http://www.wallywemnant.com/,X,,,X,,,,,
(519) 963-0845,,LONDON,CN,,wccf@rogers.com,2,consolidated,johanna,,,,,2,WORLD CLASS CARPETS LTD,WORLD CLASS CARPETS LTD,,,,,,,2,Raymond,Whaling,Raymond,Whaling,0,,,1,http://www.worldclasscarpets.com,X,,,X,,,,,
(604) 526-3746,,NEW WESTMINSTER,CN,,N/A,2,consolidated,johanna,,,,,2,FLOORS MODERN LTD,FLOORS MODERN LTD,,,,,,,2,Ying,Chen,Ying,Chen,0,,,1,http://www.floorsmodern.com/,X,,,X,,,,,
(812) 482-2647,512 MAIN ST,JASPER,IN,47546-3132,,1,mohawk,,,,,,1,BOECKMAN'S FURNITURE,,,,,,,,1,JAMES,BOECKMAN,,,0,,,1,http://www.manta.com/c/mm2blhw/boeckman-s-furniture-carpet,,,,,,,X,,
(509) 522-2017,CONNER FRED,COLLEGE PLACE,WA,99324,,1,mohawk,,,,,,1,CONNERS MR CARPET WAREHOUSE,,,,,,,,0,,,,,0,,,1,http://www.connersmrcarpet.com,,,,,,,X,,
(512) 365-5717,1618 LAUREL ST,TAYLOR,TX,76574,,1,mohawk,,,,,,1,EULENFELD INTERIORS,,,,,,,,0,,,,,0,,,1,www.eulenfeldinc.net/,,,,,,,X,,
(414) 425-5505,5863 S 108TH STREET,HALES CORNERS,WI,53130,,1,mohawk,,,,,,1,HALES CORNERS FLOOR COVERING,,,,,,,,1,DAVID,CHRISTENSEN,,,0,,,1,http://www.halescornersfloors.com/,,,,,,,X,,
(978) 632-8863,220 Parker St,Gardner,MA,01440-3704,,1,naics,,,,,,1,Rug Shack & Home Center,,,,,,,,1,Gerald,Maillet,,,0,,,1,WWW.RUGSHACK.COM,,,,,,,,X,
(203) 634-4046,430 S BROAD ST,MERIDEN,CT,6450,,1,mohawk,,,,,,1,MERIDEN DISCOUNT FLOORING LLC,,,,,,,,1,JAYNE,PAPOUSHA,,,0,,,1,http://www.discountflooringllc.com/,,,,,,,X,,
(254) 399-9783,523 LAKE AIR DR,WACO,TX,76710,,3,consolidated,johanna,fabrica,,,,3,HOME PLACE INTERIORS INC,HOME PLACE INTERIORS INC,HOME PLACE INTERIORS INC,,,,,,0,,,,,0,,,1,www.homeplaceinteriors.com/,X,X,,X,,,,,
(239) 415-3377,16133 S. TAMIAMI,FT. MYERS,FL,33908,,3,consolidated,johanna,masland,,,,6,LOOM, INC,LOOM, INC,LOOM, INC,,,1,Paul,Gearing,,,0,,,1,www.floorstogo.com,X,,,X,,X,,,
(662) 287-7943,2500 S HARPER RD,CORINTH,MS,38834,,1,mohawk,,,,,,1,LESLEY'S CARPETS,,,,,,,,0,,,,,0,,,1,http://www.lesleysfloordesigns.com/,,,,,,,X,,
(707) 935-0648,5879 COMMERCE BLVD,ROHNERT PARK,CA,94928,,3,consolidated,johanna,fabrica,,,,3,REMNANT WAREHOUSE,REMNANT WAREHOUSE,REMNANT WAREHOUSE,,,,,,1,Matt,Sevenau,,,0,,,1,http://rugworks.brandsource.biz,X,X,,X,,,,,
(760) 591-1393,DBA: HOME REMODELING CENTER,SAN MARCOS,CA,92069,,1,mohawk,,,,,,1,FLOOR SHOP INC THE,,,,,,,,1,LARRY,CURTIS,,,0,,,1,http://www.homeremodelingcenter.net/,,,,,,,X,,
(706) 736-1491,3114 WRIGHTSBORO RD.,AUGUSTA,GA,30909,,3,consolidated,johanna,fabrica,,,,6,THE CARPET SHOP, INC.,THE CARPET SHOP, INC.,THE CARPET SHOP, INC.,,,1,James,Newsome,,,0,,,1,carpetshop.com/,X,X,,X,,,,,
(512) 323-2957,9230 RESEARCH BLVD.,AUSTIN,TX,78758,,3,consolidated,johanna,masland,,,,3,U.S. DEPARTMENT OF STATE,U.S. DEPARTMENT OF STATE,U.S. DEPARTMENT OF STATE,,,,,,0,,,,,0,,,1,www.state.gov/,X,,,X,,X,,,
(651) 698-5518,1808 GRAND AVE,ST. PAUL,MN,55105,,3,consolidated,johanna,fabrica,,,,5,ABBOTT PAINTING,ABBOTT PAINT & CARPET,ABBOTT PAINTING,ABBOTT PAINT & CARPET,ABBOTT PAINTING,,,,2,Howard,Abbott,Howard,Abbott,0,,,1,www.abbottpaint.com/,X,X,,X,,,,,
(610) 436-9418,4531 W. LINCOLN HWY PO BOX 411,DOWNINGTOWN,PA,19335,,3,consolidated,johanna,fabrica,,,,3,BOB WAGNER'S MILL CARPET INC.,BOB WAGNER'S MILL CARPET INC.,BOB WAGNER'S MILL CARPET INC.,,,,,,2,Matt,Wagner,Matt,Wagner,0,,,1,www.bobwagnerflooringdowningtown.com,X,X,,X,,,,,
(701) 250-9600,3250 ROCK ISLAND PLACE,BISMARCK,ND,58504,,3,consolidated,johanna,fabrica,,,,3,BRIDGETS ROOM LLC,BRIDGETS ROOM LLC,BRIDGETS ROOM LLC,,,,,,2,Bridget,Backsen,Bridget,Backsen,0,,,1,www.bridgetsroom.com,X,X,,X,,,,,
(480) 515-9999,6703 E RANCH RD,CAVE CREEK,AZ,85331,,3,consolidated,johanna,fabrica,,,,3,CAREFREE FLOORS,CAREFREE FLOORS,CAREFREE FLOORS,,,,,,2,Brian,Kunkel,Brian,Kunkel,0,,,1,www.carefreefloors.com/,X,X,,X,,,,,
(480) 998-5633,14455 N 79TH STREET # G/H,SCOTTSDALE,AZ,85260,,3,consolidated,johanna,fabrica,,,,3,CARPET BROKERS,CARPET BROKERS,CARPET BROKERS,,,,,,2,Margo,Meux,Margo,Meux,0,,,1,www.thecarpetbrokers.com.au/,X,X,,X,,,,,
(847) 475-0000,1028 CHICAGO AVE,EVANSTON,IL,60202,,3,consolidated,johanna,fabrica,,,,3,OSCAR ISBERIAN,OSCAR ISBERIAN,OSCAR ISBERIAN,,,,,,1,Col,Amy,,,0,,,1,http://www.isberian.com,X,X,,X,,,,,
(717) 233-2955,5078 JONESTOWN ROAD,HARRISBURG,PA,17112,,3,consolidated,johanna,fabrica,,,,3,DAVID'S FURNITURE LTD,DAVID'S FURNITURE LTD,DAVID'S FURNITURE LTD,,,,,,2,David,Martin,David,Martin,0,,,1,http://www.davidsfurniture.com,X,X,,X,,,,,
(612) 845-1407,840 LAKE ST E,WAYZATA,MN,55391,,3,consolidated,johanna,fabrica,,,,3,DAWNSKI DESIGN GROUP INC,DAWNSKI DESIGN GROUP INC,DAWNSKI DESIGN GROUP INC,,,,,,0,,,,,0,,,1,http://www.innovativeflooringdesign.com,X,X,,X,,,,,
(847) 843-1111,1207 REMINGTON ROAD,SCHAUMBURG,IL,60173,,3,consolidated,johanna,fabrica,,,,3,DESIGN CARPET,DESIGN CARPET,DESIGN CARPET,,,,,,2,George,Sutter,George,Sutter,0,,,1,www.designcarpetonline.com,X,X,,X,,,,,
(781) 289-6970,100 Squire Rd,Revere,MA,02151-1302,,1,naics,,,,,,1,Quality Carpets,,,,,,,,1,Leo,Scarlata,,,0,,,1,WWW.QUALITYCARPETS.NET,,,,,,,,X,
(818) 788-1444,16760 VENTURA BLVD.,ENCINO,CA,91316,,3,consolidated,johanna,fabrica,,,,3,FLOOR CONCEPTS,FLOOR CONCEPTS,FLOOR CONCEPTS,,,,,,1,Jack,Kalfa,,,0,,,1,www.flooringconcepts.com.au/,X,X,,X,,,,,
(304) 872-2569,DBA CARPET & FLOOR STORE THE,SUMMERSVILLE,WV,26651,,1,mohawk,,,,,,1,CHAPMAN ORGANIZATI0N THE LLC,,,,,,,,1,DAVID,CHAPMAN,,,0,,,1,http://carpetandfloorstore.com/,,,,,,,X,,
(503) 620-7080,P O BOX 23429,PORTLAND,OR,97281,,3,consolidated,johanna,fabrica,,,,3,G W PAULSON CO,G W PAULSON CO,G W PAULSON CO,,,,,,2,Richard,G.,Jr,,0,,,1,http://www.paulsonsfloorcoverings.com/,X,X,,X,,,,,
(541) 733-4656,3750 HOOKER RD SUITES A & B,ROSEBURG,OR,97470,,3,consolidated,johanna,fabrica,,,,3,GENERAL INTERIORS LLC,GENERAL INTERIORS LLC,GENERAL INTERIORS LLC,,,,,,2,Art,Dillahay,Jr,,0,,,1,www.generalinteriors.biz,X,X,,X,,,,,
(260) 745-2161,1828 SOUTH ANTHONY BLVD,FORT WAYNE,IN,46803,,3,consolidated,johanna,fabrica,,,,3,J LAURIE COMMERCIAL FLOORS INC,J LAURIE COMMERCIAL FLOORS INC,J LAURIE COMMERCIAL FLOORS INC,,,,,,1,John,Laurie,,,0,,,1,http://jacklauriegroup.com/,X,X,,X,,,,,
(508) 238-2055,646 WASHINGTON ST,SOUTH EASTON,MA,2375,,3,consolidated,johanna,fabrica,,,,3,JEZARD FLOORING,JEZARD FLOORING,JEZARD FLOORING,,,,,,0,,,,,0,,,1,www.jezardflooring.com,X,X,,X,,,,,
(972) 671-9660,1002 N CENTRAL EXPRESSWAY #601,RICHARDSON,TX,75080,,3,consolidated,johanna,fabrica,,,,3,M C C T LTD,M C C T LTD,M C C T LTD,,,,,,1,Jeff,Dunn,,,0,,,1,www.mcctltd.com/,X,X,,X,,,,,
(508) 228-0900,134 ORANGE ST,NANTUCKET,MA,2554,,3,consolidated,johanna,fabrica,,,,3,MARINE LUMBER OPERATOR INC,MARINE LUMBER OPERATOR INC,MARINE LUMBER OPERATOR INC,,,,,,1,Walt,Spokowski,,,0,,,1,www.marinehomecenter.com,X,X,,X,,,,,
(503) 239-0528,1635 S E GRAND AVE,PORTLAND,OR,97214,,3,consolidated,johanna,fabrica,,,,3,MARION'S CARPETS INC,MARION'S CARPETS INC,MARION'S CARPETS INC,,,,,,1,Carl,Skoro,,,0,,,1,http://www.marionscarpets.com/,X,X,,X,,,,,
(828) 837-7571,1725 HWY 64 W,MURPHY,NC,28906,,1,mohawk,,,,,,1,COOKS CARPET,,,,,,,,0,,,,,0,,,1,http://cookscarpet.brandsource.biz/,,,,,,,X,,
(480) 922-0011,15440 NORTH SCOTTSDALE ROAD,SCOTTSDALE,AZ,85254,,3,consolidated,johanna,fabrica,,,,3,ROBB & STUCKY PHOENIX,ROBB & STUCKY PHOENIX,ROBB & STUCKY  PHOENIX,,,,,,1,Alan,Reinken,,,0,,,1,http://www.robbstucky.com/,X,X,,X,,,,,
(516) 883-8509,413 MAIN STREET,PORT WASHINGTON,NY,11050,,3,consolidated,johanna,fabrica,,,,3,ROBERT CAMPBELL'S CRPT SERVICE,ROBERT CAMPBELL'S CRPT SERVICE,ROBERT CAMPBELL'S CRPT SERVICE,,,,,,1,Robert,John,,,0,,,1,http://campbellscarpet.com/,X,X,,X,,,,,
(425) 462-6601,2045 120TH AVE N E #200,BELLEVUE,WA,98005,,3,consolidated,johanna,fabrica,,,,3,SCHOENERS INTERIORS,SCHOENERS INTERIORS,SCHOENERS INTERIORS,,,,,,1,Linda,Schoener,,,0,,,1,www.schoenersinteriors.com,X,X,,X,,,,,
(760) 632-1770,119 ABERDEEN DR STE 1,CARDIFF,CA,92007,,3,consolidated,johanna,fabrica,,,,3,SILVER CARPET,SILVER CARPET,SILVER CARPET,,,,,,1,Andras,Kovacs,,,0,,,1,http://www.silvercarpet.ca/,X,X,,X,,,,,
(972) 233-5565,14071 PROTON RD,DALLAS,TX,75244,,3,consolidated,johanna,fabrica,,,,3,SMITHCO FLOORING,SMITHCO FLOORING,SMITHCO FLOORING,,,,,,1,Jonathan,Smith,,,0,,,1,www.smithcoflooring.com,X,X,,X,,,,,
